text,actionable
Досдача Типовые расчеты №4 - ДМ - дата — 02.11,1
на следующей неделе в 10:00 запись откроется типовик по аглосы (асд),0
Лаб. работа №4 по основы проги: дата — 13.3,1
перенос лабораторные по Алгоритмы и структуры данных на 20.10,0
На следующей неделе в 10:00 начнётся запись лабораторные по Дискретная математика,0
Коллоквиум:\nДата — 28.04 (досдача),1
Сегодня в 15:00 начнётся запись лаб. работа по основы проги,0
На следующей неделе в 9:00 начнётся запись коллок. по ИСРПО,0
отмена коллоквиум по дискретная математика в это воскресенье,0
Сегодня  запись откроется на сдачу типовые расчёты по дискретка,0
На следующей неделе в 10:00 запись откроется коллоквиум по ОП,0
Сегодня  откроется запись типовой расчёт по ДМ,0
отмена типовые расчёты по оп 20.10,0
Коллоквиум №1 по ИСРПО - дата — 27.12 (досдача),1
Отмена типовые расчёты по дискретка ДМ сегодня,0
Коллок №3 - дискретная — дата: 26.3,1
сегодня  откроется запись лаба по исрпо,0
перенос по расписанию коллок по дм на 03.11,0
Сегодня в 9:00 откроется запись на защиту коллоквиум по оп,0
Сегодня  будет запись коллоквиум по ОП,0
На следующей неделе в 10:00 откроется запись на пересдачу лаба по ОП,0
На следующей неделе в 9:00 откроется запись на защиту лаба по основы проги,0
переносится коллок по инстр. средства разработки ПО на завтра,0
Коллок. №1 по дисциплине Основы программирования - дата : 15.2 (досдача),1
На следующей неделе в 10:00 будет запись на сдачу лабораторная по оп,0
завтра в 9:00 откроется запись на защиту коллоквиум по исрпо,0
Коллок. №4 по Основы программирования | дата : 26.12,1
Лабораторная работа №4:\nАиСД\nДата : 07.03,1
Лабораторные №2:\nДата — 8.9,1
Лабораторные:\nДата : 12.12\nинстр. средства разработки ПО,1
Сегодня в 10:00 откроется запись на пересдачу лаб. работа по аглосы (АСД),0
завтра в 9:00 запись откроется на защиту коллок по дискретная мат.,0
Досдача Типовые расчёты №2\nисрпо\nДата - 22.12,1
Защита Типовики №1 аглосы — дата - 08.04 (основной период),1
Типовой расчет:\nДата: 15.05 (основной период),1
Сегодня в 10:00 начнётся запись на пересдачу типовой расчет по ИСРПО,0
перенос лабораторная по Основы программирования на завтра,0
переносится типовые расчёты по АСД на 22.10,0
Завтра  будет запись на пересдачу типовые расчёты по исрпо,0
перенос по расписанию коллок. по дискретная мат. на 03.11,0
Лабораторные №2:\nОП\nДата: 27.05,1
Лабораторная №2 по дисциплине Инструментальные средства разработки ПО — дата — 16.4,1
перенос типовой расчет по дискретная мат. на завтра,0
перенос по расписанию лабораторные по инстр. средства разработки ПО на след. неделю,0
Защита Коллок. №4:\nДата — 25.03,1
переносится лабораторная работа по АСД на 03.11,0
Типовики №3 по дисциплине дискретная — дата - 28.05,1
Сегодня  запись откроется типовой расчёт по дискретная мат.,0
Лаба №2\nДата : 08.12\nоп,1
Отмена коллок по аглосы в это воскресенье,0
Коллоквиум №3:\nдата : 25.02\nдискретная мат.,1
Завтра в 15:00 запись откроется на сдачу лабораторная работа по дискретка,0
переносится типовые расчёты по аглосы (АСД) на 22.10,0
Лабораторные №2 Основы программирования | дата: 20.05,1
перенос по расписанию лабораторные по исрпо на 20.10,0
сегодня в 10:00 будет запись типовики по аглосы,0
Лабораторная работа №2 АСД | дата - 15.04,1
Защита Коллок. №1 и №2:\nоп\nДата — 21.01 (досдача),1
Коллоквиум №4 по ИСРПО - дата - 06.05 (досрок),1
сегодня  откроется запись типовые расчеты по инструментальные средства разработки по,0
Сегодня  начнётся запись на сдачу типовой расчёт по аглосы (АСД),0
Завтра в 10:00 будет запись коллоквиум по аглосы (АСД),0
Досдача Коллок. №1:\nДата: 27.5\nОП,1
завтра в 9:00 запись откроется на пересдачу коллок по дискретная мат.,0
Лабораторная работа №3:\nДата : 01.04 (досрок)\nИСРПО,1
перенос по расписанию лабораторная по ДМ на 03.11,0
Типовые расчеты №1 инстр. средства разработки ПО — дата : 02.01 (основной период),1
переносится лаб. работа по алгоритмы и структуры данных на 20.10,0
Коллоквиум №3:\nАСД\nДата: 17.3,1
Лаб. работа:\nдата — 25.12 (досдача)\nАлгоритмы и структуры данных,1
перенос по расписанию лаба по аглосы на завтра,0
Лабораторные №2:\nДискретная математика\nдата - 15.11,1
Лаб. работа:\nДата: 23.3,1
Завтра в 10:00 запись откроется коллоквиум по Основы программирования,0
перенос по расписанию коллок. по дискретная мат. на след. неделю,0
Завтра  начнётся запись на пересдачу типовики по Дискретная математика,0
Типовик №3:\nДата - 17.1,1
Лабораторные:\nДата - 20.10,1
Коллоквиум №4:\nалгоритмы и структуры\nдата — 9.1,1
перенос по расписанию типовые расчёты по Инструментальные средства разработки ПО на 03.11,0
Лабораторная №4 АиСД | дата — 23.12,1
Досдача Лабораторная основы проги — дата : 03.02 (основной период),1
отмена типовой расчёт по алгоритмы и структуры данных в это воскресенье,0
перенос по расписанию лаба по дискретная на 20.10,0
Типовой расчет №1 и №2 по алгоритмы и структуры - дата — 27.09 (досдача),1
Сегодня в 10:00 запись откроется лабораторная по дискретка,0
Отмена лаба по основы проги в это воскресенье,0
Лабораторные:\nдискретка ДМ\nдата - 23.4 (основной период),1
перенос по расписанию коллок. по Основы программирования на след. неделю,0
Лабораторная работа:\nИСРПО\nдата : 07.03 (досрок),1
Отмена типовой расчёт по аглосы 20.10,0
перенос лабораторные по ИСРПО на завтра,0
Сегодня  запись откроется типовой расчет по инстр. средства разработки ПО,0
Коллоквиум №3:\nдискретная\nДата — 14.2,1
Защита Лабораторная №2:\nДата: 2.11 (основной период)\nАлгоритмы и структуры данных,1
перенос по расписанию лаба по дискретка ДМ на 22.10,0
Защита Типовики №3:\nИнструментальные средства разработки ПО\nДата : 23.10,1
Завтра в 9:00 начнётся запись на пересдачу коллок по аглосы (АСД),0
переносится коллок. по Инструментальные средства разработки ПО на 20.10,0
завтра в 10:00 откроется запись на защиту лабораторная работа по асд,0
На следующей неделе в 10:00 запись откроется на сдачу коллоквиум по АСД,0
Лабораторные №3 Алгоритмы и структуры данных — дата: 16.2,1
Лабораторная работа:\nДата: 18.04 (досрок)\nДискретная математика,1
на следующей неделе в 15:00 откроется запись на сдачу лаб. работа по основы программирования,0
Лабораторная №3:\nОП\nДата: 10.5,1
Лаба №3 по дисциплине ОП - дата - 3.5,1
Досдача Коллоквиум №3 - дискретка — дата - 17.12,1
Типовик №2 и №4 - основы проги | дата : 02.12 (основной период),1
Лаб. работа №2:\nДата - 9.10\nинстр. средства разработки ПО,1
Завтра в 9:00 запись откроется лабораторная по Алгоритмы и структуры данных,0
переносится лабораторная по исрпо на завтра,0
Типовые расчёты №1 и №2:\nДМ\nДата - 20.9,1
перенос лабораторная работа по АиСД на завтра,0
Коллок №4 и №5 по дисциплине Инструментальные средства разработки ПО — дата: 25.9 (досдача),1
Лаб. работа №2:\nосновы проги\nДата — 2.1 (основной период),1
Лабораторная:\nДата — 24.2 (основной период)\nИнструментальные средства разработки ПО,1
отмена лабораторная работа по оп 20.10,0
Лаба №3:\nДМ\nДата - 26.10,1
Лабораторная №3:\nисрпо\nДата: 20.9 (досдача),1
перенос лабораторная работа по Алгоритмы и структуры данных на 20.10,0
Досдача Типовики:\nДата: 19.9\nисрпо,1
Лабораторная №2:\nДата : 05.09,1
перенос лабораторная работа по инстр. средства разработки ПО на 03.11,0
Защита Лаба №3:\nдискретка\nДата - 07.12,1
Коллок. по дисциплине ДМ - дата — 14.10,1
На следующей неделе в 15:00 откроется запись на сдачу лабораторные по алгоритмы и структуры,0
Завтра  будет запись на пересдачу типовой расчёт по Основы программирования,0
Досдача Коллок №1:\nдискретная мат.\nДата — 1.11 (досрок),1
Коллоквиум №3:\nДата - 17.05\nаглосы,1
Коллок.\nдискретка ДМ\nДата: 03.02 (досрок),1
На следующей неделе в 10:00 запись откроется на защиту лабораторная работа по аглосы (АСД),0
Коллок. №4:\nдискретка ДМ\nДата : 28.5,1
Досдача Лаба №1 по дисциплине инстр. средства разработки ПО — дата — 14.11 (досдача),1
Отмена лабораторная по Алгоритмы и структуры данных 20.10,0
Досдача Коллок. №3:\nДата: 16.04 (досрок)\nисрпо,1
Отмена лабораторная работа по Дискретная математика в это воскресенье,0
Коллоквиум №2:\nИСРПО\nдата — 5.10 (досрок),1
Типовики №2 и №3 - аглосы — дата - 05.12,1
Типовики №1 и №2:\nдата - 7.10\nАСД,1
Типовой расчет №2 - дискретка — дата - 12.03 (досрок),1
Типовые расчёты №4:\nДата: 7.4 (досдача)\nОП,1
переносится коллок по дискретная на завтра,0
Коллок. №1:\nосновы проги\nДата: 24.11,1
Коллок:\nДата - 6.9 (основной период)\nдискретка,1
Коллок №3:\nдискретка\nДата : 08.04,1
Досдача Коллок.:\nДата — 22.12 (досдача)\nинстр. средства разработки ПО,1
Сегодня в 10:00 начнётся запись на сдачу типовой расчёт по Дискретная математика,0
Лабораторная работа №2:\nдискретная мат.\nДата: 12.10 (досдача),1
Лабораторная работа №2:\nинстр. средства разработки ПО\nДата — 13.2 (досрок),1
Коллок №3 и №4:\nаглосы (АСД)\nДата : 12.11,1
Коллок. по дисциплине дискретка ДМ | дата — 17.12,1
Лаба №3:\nДата : 13.09 (досрок),1
Отмена коллок. по дискретка сегодня,0
завтра в 9:00 начнётся запись на пересдачу лаба по основы программирования,0
перенос по расписанию типовые расчёты по Дискретная математика на завтра,0
на следующей неделе в 10:00 начнётся запись на пересдачу лаб. работа по исрпо,0
перенос коллок по аглосы (АСД) на 03.11,0
Лаб. работа:\nинстр. средства разработки ПО\nДата — 22.12 (досрок),1
завтра в 10:00 будет запись на пересдачу лабораторные по алгоритмы и структуры данных,0
Коллок. №4:\nдата - 16.12\nосновы проги,1
Типовик №2:\nаглосы (АСД)\nДата - 02.09,1
Завтра в 9:00 откроется запись лабораторные по алгоритмы и структуры,0
Отмена коллок. по основы проги 20.10,0
Защита Лабораторная работа\nинстр. средства разработки ПО\nДата : 3.12,1
На следующей неделе в 10:00 будет запись на пересдачу лабораторные по основы проги,0
переносится лабораторная работа по ОП на завтра,0
Лаб. работа №1 дискретная — дата: 4.2,1
На следующей неделе в 10:00 будет запись на пересдачу лаб. работа по исрпо,0
Лаба №3 и №4:\nДата: 01.02 (досрок)\nОсновы программирования,1
перенос коллок. по дискретная на след. неделю,0
Лабораторные:\nДата — 21.5 (досрок)\nисрпо,1
Защита Типовой расчет №3 и №5\nДата : 10.2\nаглосы,1
Отмена типовики по оп 20.10,0
Досдача Лабораторная работа №3:\nИСРПО\nДата: 25.01,1
перенос коллоквиум по дискретная мат. на 20.10,0
переносится лаба по дискретка на 22.10,0
Досдача Типовой расчет №3:\nдискретка\nдата - 21.1 (основной период),1
Типовые расчеты №4:\nИнструментальные средства разработки ПО\nДата — 25.09 (досдача),1
Коллоквиум:\nДата - 18.12 (основной период)\nинстр. средства разработки ПО,1
Защита Коллок. №1 и №2:\nДата — 13.12\nаглосы,1
Лаба №2 и №3 - АиСД — дата : 19.09,1
Защита Лабораторная №2:\nДМ\nДата : 3.9 (досрок),1
Отмена типовой расчет по Основы программирования сегодня,0
перенос лабораторная работа по инстр. средства разработки по на след. неделю,0
Лабораторная №3:\nДата: 03.01\nДискретная математика,1
Отмена лаб. работа по ИСРПО сегодня,0
перенос по расписанию лаб. работа по дискретная мат. на 22.10,0
отмена коллок по основы программирования сегодня,0
Лабораторная №2:\nАиСД\nДата : 16.04 (основной период),1
перенос по расписанию коллок по дискретка на след. неделю,0
Завтра в 10:00 будет запись на пересдачу лаба по ОП,0
Защита Коллок. №2:\nосновы проги\nДата - 9.12,1
перенос коллок. по исрпо на 22.10,0
перенос типовой расчет по дискретная на 20.10,0
Коллок.:\nДата: 1.9 (основной период)\nинстр. средства разработки ПО,1
Лабораторные №2 - ДМ - дата - 02.10,1
на следующей неделе в 15:00 будет запись на сдачу коллок. по аисд,0
завтра  начнётся запись на пересдачу лабораторная по дискретная мат.,0
Досдача Типовики:\nДата - 8.12\nинстр. средства разработки ПО,1
Коллоквиум №3 по дискретка — дата — 8.11,1
Отмена коллок по алгоритмы и структуры в это воскресенье,0
Лабораторные №3\nдата — 14.5\nаглосы,1
переносится типовик по алгоритмы и структуры на 03.11,0
перенос типовые расчёты по исрпо на завтра,0
Отмена лабораторная работа по дискретная мат. в это воскресенье,0
Защита Лаб. работа:\nДата: 18.12 (досрок)\nоп,1
Завтра  начнётся запись на сдачу лаба по алгоритмы и структуры,0
Лабораторная работа №3:\nОП\nДата: 22.2,1
Лаба №3:\nДата : 08.03\nИСРПО,1
Защита Коллок. - оп: дата: 23.12,1
На следующей неделе в 9:00 будет запись лабораторные по Алгоритмы и структуры данных,0
Типовой расчет №2 - исрпо - дата - 19.12,1
на следующей неделе в 15:00 откроется запись лабораторные по алгоритмы и структуры,0
завтра в 9:00 начнётся запись коллоквиум по дискретная,0
Лаба №4:\nОсновы программирования\nДата - 22.9,1
перенос лаб. работа по дискретная мат. на 20.10,0
Защита Типовик №2 по дисциплине ОП | дата - 15.03 (основной период),1
Типовые расчеты №2:\nИнструментальные средства разработки ПО\nДата : 21.05,1
Лаба №2 по Инструментальные средства разработки ПО | дата: 02.12 (досрок),1
перенос коллоквиум по оп на след. неделю,0
Лаб. работа №1 и №2:\nИнструментальные средства разработки ПО\nДата : 12.10,1
Типовой расчёт №1 - аглосы (АСД) - дата: 16.4 (досдача),1
Коллоквиум №1:\nДата - 22.02 (досдача)\nИнструментальные средства разработки ПО,1
Лаба:\nДата: 07.04 (досрок),1
переносится лаба по алгоритмы и структуры данных на 20.10,0
Лабораторная работа №3:\nоп\nдата — 20.4,1
Сегодня в 10:00 начнётся запись на пересдачу лаб. работа по дискретная,0
перенос по расписанию лаба по инстр. средства разработки по на 22.10,0
Лаб. работа:\nдискретка ДМ\nдата : 12.4 (основной период),1
На следующей неделе в 9:00 запись откроется на пересдачу лабораторные по дискретка,0
Защита Лаб. работа №1:\nИнструментальные средства разработки ПО\nДата : 09.09 (основной период),1
Лаба №4:\nДата - 12.01\nДМ,1
Отмена лаба по АиСД 20.10,0
Защита Типовые расчеты\nДата : 6.1\nОсновы программирования,1
Коллок. №2:\nДата: 24.01 (основной период),1
перенос по расписанию коллок по Алгоритмы и структуры данных на след. неделю,0
Лаба:\nДата: 14.09 (досдача)\nалгоритмы и структуры,1
Коллок. №1:\nоп\nдата — 4.3 (досрок),1
переносится лабораторная работа по инстр. средства разработки по на 20.10,0
На следующей неделе  откроется запись на защиту коллоквиум по Алгоритмы и структуры данных,0
Типовик №4:\nДата - 22.11\nдискретка ДМ,1
Коллоквиум №1:\nаглосы\nдата — 24.10 (досрок),1
Сегодня в 9:00 будет запись на сдачу коллок по основы проги,0
переносится типовые расчёты по ИСРПО на след. неделю,0
Сегодня  начнётся запись на сдачу типовой расчёт по АСД,0
переносится лабораторная по АиСД на 03.11,0
Досдача Типовые расчеты №4:\nАСД\nДата - 8.12 (досрок),1
перенос лаба по алгоритмы и структуры данных на 22.10,0
Лаб. работа №4 инстр. средства разработки ПО — дата: 7.2,1
Защита Лабораторная:\nДискретная математика\nДата: 06.05 (досрок),1
перенос лаба по дискретная на след. неделю,0
на следующей неделе в 15:00 откроется запись на пересдачу типовой расчет по дм,0
перенос лаб. работа по аглосы (АСД) на 03.11,0
отмена коллок по аисд сегодня,0
Завтра  начнётся запись лаб. работа по дискретная,0
Коллок №2:\nДата - 24.10\nдискретка ДМ,1
Досдача Лабораторные №3 - алгоритмы и структуры: дата: 28.4 (основной период),1
перенос лабораторные по Алгоритмы и структуры данных на 03.11,0
Лаб. работа дискретка | дата : 16.9 (основной период),1
Отмена типовые расчёты по ОП 20.10,0
Коллок №2 оп | дата — 21.12,1
Защита Типовики №2 и №3:\nОП\nДата - 4.2 (досрок),1
Коллок №1 и №2:\nДата : 15.03\nосновы проги,1
переносится лаба по дм на 20.10,0
На следующей неделе  откроется запись на пересдачу лабораторная работа по дискретная мат.,0
Лаб. работа №3 исрпо: дата — 4.10 (досдача),1
Коллок:\nаглосы (АСД)\nДата - 25.12,1
Коллок №4:\nинстр. средства разработки ПО\nДата — 20.12 (основной период),1
Отмена лабораторная работа по алгоритмы и структуры сегодня,0
перенос типовые расчеты по дискретка на 20.10,0
Сегодня в 10:00 запись откроется типовики по инстр. средства разработки ПО,0
Защита Лаба:\nДата — 23.10\nисрпо,1
Отмена типовики по дискретная мат. 20.10,0
перенос лабораторная по Дискретная математика на 20.10,0
Досдача Коллок №3 по дисциплине основы проги — дата : 28.2,1
Типовики №4 по дисциплине Дискретная математика — дата: 24.10 (досдача),1
На следующей неделе  откроется запись на сдачу коллок. по дискретная,0
перенос лабораторная по АСД на 22.10,0
переносится типовики по исрпо на 22.10,0
переносится типовики по ИСРПО на завтра,0
Сегодня в 15:00 будет запись на сдачу лаб. работа по основы проги,0
Лабораторные №3:\nдата : 10.04\nИнструментальные средства разработки ПО,1
Лабораторная:\nдата: 06.03 (основной период)\nАСД,1
на следующей неделе в 9:00 будет запись на защиту лаба по основы программирования,0
на следующей неделе  запись откроется на сдачу коллок. по дискретная,0
Досдача Лабораторная №3:\nОП\nДата - 23.1,1
переносится лабораторная работа по аглосы (асд) на 03.11,0
завтра  откроется запись коллок по дискретная математика,0
переносится типовик по АиСД на 22.10,0
отмена типовой расчет по дискретка дм 20.10,0
Завтра в 10:00 будет запись на защиту лабораторные по АиСД,0
Досдача Лаба:\nДата - 20.09,1
Типовики №1:\nоп\nДата : 23.05 (досрок),1
Лабораторная №3\nдискретная\nдата - 18.05 (досрок),1
Отмена лабораторная работа по дискретка ДМ 20.10,0
Коллок.:\nисрпо\nДата — 16.03 (досрок),1
На следующей неделе в 15:00 запись откроется на пересдачу лабораторная работа по Основы программирования,0
перенос по расписанию лаб. работа по дискретка на завтра,0
Лаб. работа №2 и №3:\nДата — 24.11,1
отмена лаб. работа по дискретка 20.10,0
переносится лабораторная по АиСД на 22.10,0
Досдача Лабораторная работа по дисциплине Инструментальные средства разработки ПО - дата: 23.01 (досдача),1
Типовой расчет №3 аглосы (АСД): дата — 06.02 (основной период),1
отмена лабораторная работа по дискретка дм в это воскресенье,0
На следующей неделе в 15:00 начнётся запись на сдачу коллоквиум по исрпо,0
Досдача Коллок.:\nдискретка\nДата - 20.4 (досдача),1
Коллок №3:\nаглосы (АСД)\nДата — 2.10 (досдача),1
Типовой расчёт\nДата — 27.03,1
Отмена лаба по Инструментальные средства разработки ПО в это воскресенье,0
Сегодня в 10:00 будет запись на пересдачу типовые расчёты по алгоритмы и структуры,0
Типовые расчеты №2:\nДата: 15.3\nаглосы (АСД),1
переносится коллоквиум по аглосы (асд) на след. неделю,0
Лаб. работа №1:\nАлгоритмы и структуры данных\nдата — 25.01,1
Защита Лаба\nДата — 12.02\nаглосы (АСД),1
сегодня в 15:00 начнётся запись на пересдачу коллок по алгоритмы и структуры данных,0
На следующей неделе в 15:00 будет запись на пересдачу лаб. работа по Основы программирования,0
Сегодня  запись откроется на защиту типовые расчеты по ОП,0
отмена типовой расчет по дискретка сегодня,0
Лаба:\nОП\nДата - 01.03,1
Лаба №4 - оп - дата — 19.3,1
На следующей неделе в 15:00 будет запись на пересдачу лабораторные по Основы программирования,0
Лаба №1:\nалгоритмы и структуры\nДата — 5.10,1
перенос по расписанию лабораторная по алгоритмы и структуры на 20.10,0
Типовики №3:\nдискретная мат.\nДата: 2.2 (основной период),1
переносится лабораторная по инстр. средства разработки ПО на 20.10,0
Досдача Лабораторная по дискретка ДМ: дата: 03.11 (досдача),1
Завтра  начнётся запись лаб. работа по дискретная мат.,0
Типовики №2:\nДата - 8.1\nОП,1
Завтра в 9:00 начнётся запись на пересдачу типовик по алгоритмы и структуры,0
Сегодня в 15:00 откроется запись на пересдачу лаба по алгоритмы и структуры,0
Коллоквиум №1 - дискретка ДМ | дата - 24.09 (досдача),1
Коллоквиум по исрпо | дата — 9.5,1
Лабораторные №4 и №5:\nинстр. средства разработки ПО\nДата - 15.4 (основной период),1
сегодня  начнётся запись на пересдачу типовик по оп,0
Отмена коллок. по аглосы (АСД) 20.10,0
на следующей неделе в 15:00 запись откроется типовой расчет по оп,0
Лаба по АиСД | дата — 05.09 (основной период),1
Сегодня в 15:00 начнётся запись на сдачу лаб. работа по ОП,0
перенос по расписанию коллоквиум по аглосы на 20.10,0
Типовые расчеты:\nдата: 09.01\nАиСД,1
завтра  откроется запись лабораторные по аисд,0
Лабораторные:\nаглосы\nдата: 11.1 (основной период),1
переносится типовой расчёт по аисд на 03.11,0
Коллок №2 и №4\nдискретная мат.\nДата - 06.10,1
переносится лаба по ДМ на 20.10,0
сегодня в 15:00 откроется запись типовики по исрпо,0
На следующей неделе  начнётся запись на сдачу коллоквиум по Основы программирования,0
Лабораторные №4 и №5 ИСРПО: дата — 11.12,1
Досдача Лабораторная №3 Инструментальные средства разработки ПО: дата — 20.12,1
переносится типовой расчет по АиСД на 22.10,0
Досдача Типовики по Основы программирования - дата : 27.3,1
Сегодня в 10:00 будет запись коллок. по основы проги,0
Лаба ДМ | дата : 15.5,1
Лабораторная №1 по Дискретная математика | дата — 01.12,1
Защита Лабораторная работа №1:\nаглосы (АСД)\nДата - 7.10,1
Коллок\nДата — 28.11\nдискретка,1
отмена лаба по алгоритмы и структуры в это воскресенье,0
Отмена коллоквиум по инстр. средства разработки ПО сегодня,0
Отмена коллок. по инстр. средства разработки ПО 20.10,0
Защита Коллок №1 по алгоритмы и структуры — дата - 13.4,1
Лаба:\nдата - 23.1\nосновы проги,1
Коллок.:\nДата - 03.05\nинстр. средства разработки ПО,1
Сегодня в 10:00 запись откроется лаб. работа по АиСД,0
Лабораторная:\nДата : 24.02 (основной период)\nИСРПО,1
Сегодня  запись откроется на сдачу типовые расчёты по ИСРПО,0
Сегодня в 9:00 откроется запись на защиту типовой расчёт по ОП,0
завтра в 15:00 начнётся запись на пересдачу лабораторная по аглосы (асд),0
Лабораторные №3 по дисциплине дискретная мат. | дата — 1.4 (досдача),1
Типовой расчет №3:\nОсновы программирования\nДата : 27.1 (досрок),1
перенос типовые расчёты по дискретная на завтра,0
Типовик №2 Инструментальные средства разработки ПО - дата - 11.4,1
изменяется механизм определения очереди,0
Лаб. работа №4 и №5:\nинстр. средства разработки ПО\nДата: 11.12,1
Досдача Лабораторная №1 Основы программирования | дата : 05.05 (досрок),1
перенос по расписанию коллок. по АСД на 03.11,0
на следующей неделе в 9:00 начнётся запись на защиту лабораторная по оп,0
перенос коллок по инстр. средства разработки по на 20.10,0
завтра в 9:00 откроется запись на пересдачу коллок по оп,0
Досдача Типовые расчёты АСД - дата — 5.5 (основной период),1
Лабораторная работа №1 дискретка ДМ — дата: 14.11,1
Защита Лаба №4 ОП - дата : 3.12 (основной период),1
Типовой расчёт №2:\nдискретка ДМ\nДата : 14.3,1
перенос типовой расчёт по исрпо на 03.11,0
Типовой расчет:\nОсновы программирования\nДата: 21.09 (досдача),1
Коллок №3 и №4:\nоп\nДата - 06.10,1
Защита Лаб. работа №2:\nдата — 3.11,1
перенос по расписанию лаб. работа по инстр. средства разработки ПО на 03.11,0
Лабораторная работа №1\nДМ\nДата : 03.01 (досрок),1
на следующей неделе в 15:00 запись откроется на защиту лабораторные по алгоритмы и структуры,0
Досдача Коллок №1:\nДата - 24.11\nАлгоритмы и структуры данных,1
Сегодня  начнётся запись на сдачу коллок. по АиСД,0
Лабораторная:\nИСРПО\nДата - 13.11,1
Отмена типовики по Основы программирования 20.10,0
Коллок. Инструментальные средства разработки ПО - дата : 8.10 (досдача),1
запись на сдачу будет завтра,0
Досдача Типовые расчеты:\nдискретная\nДата: 9.3,1
Завтра в 15:00 откроется запись на сдачу лабораторная по дискретка,0
На следующей неделе в 9:00 будет запись коллоквиум по АиСД,0
сегодня в 9:00 начнётся запись на защиту лабораторные по аглосы,0
Сегодня  начнётся запись коллок. по алгоритмы и структуры,0
переносится лаб. работа по дискретная на след. неделю,0
перенос по расписанию коллоквиум по аглосы (АСД) на 22.10,0
Отмена лаба по ОП 20.10,0
Завтра в 15:00 будет запись на пересдачу лабораторная работа по аглосы,0
завтра в 15:00 начнётся запись лабораторная по дискретка дм,0
Сегодня в 9:00 откроется запись коллоквиум по инстр. средства разработки ПО,0
перенос лаб. работа по дискретная на след. неделю,0
Завтра в 10:00 откроется запись на защиту коллоквиум по Основы программирования,0
переносится лабораторная работа по ОП на 22.10,0
Сегодня в 10:00 запись откроется на пересдачу лабораторная работа по алгоритмы и структуры,0
Лабораторная работа №3:\nДата: 08.02,1
Типовики:\nОП\nДата - 13.9 (досрок),1
Лабораторные №2 - АСД: дата — 1.12 (основной период),1
Отмена лаб. работа по АиСД сегодня,0
Типовой расчёт №1:\nДата: 27.05,1
Коллок. №3:\nдискретка ДМ\nдата : 09.12,1
отмена типовик по дискретка сегодня,0
Досдача Коллоквиум:\nдата — 17.12,1
перенос коллок по инстр. средства разработки ПО на завтра,0
Сегодня в 10:00 откроется запись на пересдачу лабораторная работа по дискретка,0
Защита Лабораторная №3:\nДата — 12.04\nисрпо,1
переносится типовые расчёты по ОП на 03.11,0
перенос типовики по дискретная на 20.10,0
Отмена коллоквиум по алгоритмы и структуры 20.10,0
Завтра в 10:00 начнётся запись на пересдачу коллок по оп,0
Коллок №4 и №5:\nисрпо\nДата: 18.12 (досдача),1
переносится коллок. по дискретная математика на 22.10,0
Завтра в 10:00 начнётся запись на сдачу коллоквиум по ОП,0
Завтра в 10:00 запись откроется на сдачу коллок. по Основы программирования,0
На следующей неделе в 15:00 откроется запись на сдачу коллоквиум по Дискретная математика,0
Лаб. работа №1 по ДМ: дата — 24.10,1
Отмена лабораторные по Инструментальные средства разработки ПО 20.10,0
На следующей неделе в 9:00 начнётся запись на защиту лабораторная работа по дискретка ДМ,0
Типовой расчет №3:\nДМ\nДата : 07.11,1
Защита Лаб. работа №2:\nаглосы (АСД)\nдата: 20.11,1
Лабораторная №3 - ОП — дата - 06.09 (досрок),1
Коллок:\nДата - 07.09\nосновы проги,1
перенос коллок. по аглосы (АСД) на завтра,0
Лаба №3:\nдата : 23.10\nосновы проги,1
Коллок. №2:\nАСД\nдата : 9.5,1
Сегодня в 9:00 откроется запись на защиту лаб. работа по алгоритмы и структуры,0
завтра  запись откроется на пересдачу лабораторная работа по аглосы (асд),0
Коллоквиум №2 по дисциплине инстр. средства разработки ПО - дата — 20.5,1
перенос лабораторная по дискретка ДМ на след. неделю,0
перенос по расписанию лаб. работа по аглосы (АСД) на 22.10,0
перенос коллок по Алгоритмы и структуры данных на завтра,0
перенос лаб. работа по Алгоритмы и структуры данных на след. неделю,0
Лаб. работа:\nДата : 14.1,1
Коллок. №2:\nДата: 5.9\nОП,1
Защита Лаба:\nаглосы (АСД)\nДата — 25.05,1
отмена лабораторные по инстр. средства разработки по сегодня,0
Список лабораторных доступен в Moodle,0
На следующей неделе в 10:00 запись откроется на сдачу типовой расчет по исрпо,0
Типовой расчёт №2 инстр. средства разработки ПО | дата - 24.09,1
Досдача Лаб. работа №3\nДата — 03.10 (основной период)\nИнструментальные средства разработки ПО,1
отмена лаб. работа по алгоритмы и структуры данных 20.10,0
